,Technology,Test_type,Data Speed(Mbps),Signal_strength
6456,3G,Upload,2.8,-93
6457,3G,Upload,2.5,-85
6458,3G,Upload,2.66,-79
6459,3G,Upload,2.29,-79
6460,3G,Upload,2.11,-93
6461,3G,Upload,2.72,-91
6462,3G,Upload,2.52,-81
6463,3G,Upload,2.61,-73
6536,3G,Download,2.62,-63
6578,3G,Download,0.66,-91
6579,3G,Download,0.19,-91
6580,3G,Download,2.44,-85
6661,3G,Download,0.63,-97
6676,3G,Download,0.74,-69
6677,3G,Download,1.16,-69
6683,3G,Upload,0.88,-101
6698,3G,Upload,0.68,-69
6699,3G,Upload,0.74,-69
6724,3G,Download,1.5,-85
6725,3G,Download,4.28,-85
6726,3G,Download,0.34,-85
6727,3G,Download,1.05,-99
6728,3G,Download,1.6,-85
6729,3G,Download,3.82,-85
6730,3G,Upload,0.9,-85
6731,3G,Upload,1.12,-85
6732,3G,Upload,0.01,-85
6733,3G,Upload,0.34,-99
6734,3G,Upload,3.07,-85
6735,3G,Upload,0.48,-85
6761,3G,Download,2.61,-85
6762,3G,Download,0.0,-85
6763,3G,Upload,0.85,-85
6764,3G,Upload,1.37,-85
6779,3G,Download,9.35,na
6780,3G,Download,0.0,-65
6781,3G,Upload,1.5,na
6782,3G,Upload,2.75,-69
6805,3G,Download,3.69,-85
6806,3G,Upload,3.5,-85
6876,3G,Download,6.75,-65
6877,3G,Download,5.09,-67
6895,3G,Upload,0.08,-97
6896,3G,Upload,1.95,-85
6897,3G,Upload,0.05,-91
6938,3G,Download,0.27,-99
6941,3G,Upload,0.13,-93
6972,3G,Download,0.75,-91
6973,3G,Upload,0.57,-95
7050,3G,Download,5.08,-59
7069,3G,Upload,2.98,-61
7145,3G,Download,0.29,-85
7146,3G,Download,4.47,-91
7159,3G,Download,1.0,-91
7160,3G,Upload,1.31,-91
7166,3G,Upload,0.0,-105
7177,3G,Upload,1.99,-104
7178,3G,Upload,0.22,-95
7179,3G,Upload,0.33,-95
7204,3G,Upload,0.56,-99
7207,3G,Upload,0.03,-107
7210,3G,Upload,0.61,-101
7211,3G,Upload,0.84,-99
7212,3G,Upload,0.25,-101
7218,3G,Upload,0.27,-101
7219,3G,Upload,0.24,-101
7220,3G,Upload,0.55,-99
7221,3G,Upload,0.41,-97
7222,3G,Upload,0.68,-97
7223,3G,Upload,0.01,-105
7224,3G,Upload,0.99,-109
7226,3G,Upload,1.92,-106
7228,3G,Upload,0.11,-107
7229,3G,Upload,0.32,-109
7230,3G,Upload,0.78,-99
7231,3G,Upload,1.01,-97
7232,3G,Upload,1.37,-91
7233,3G,Upload,1.14,-106
7236,3G,Upload,0.25,-105
7237,3G,Upload,0.82,-97
7257,3G,Download,0.36,-75
7258,3G,Download,1.4,-81
7259,3G,Upload,0.02,-75
7260,3G,Upload,2.3,-75
7266,3G,Download,4.45,-87
7267,3G,Upload,3.8,-89
7273,3G,Download,0.45,-93
7275,3G,Download,0.24,-97
7276,3G,Upload,0.29,-99
7278,3G,Upload,0.75,-97
7283,3G,Download,0.28,-97
7287,3G,Download,0.28,-89
7289,3G,Download,0.91,-79
7290,3G,Upload,0.14,-97
7294,3G,Upload,0.08,-81
7296,3G,Upload,3.11,-87
7304,3G,Download,3.74,-69
7305,3G,Download,7.61,-87
7306,3G,Upload,0.48,-65
7307,3G,Upload,1.58,-91
7341,3G,Download,9.78,-69
7347,3G,Upload,1.01,-67
7509,3G,Download,0.24,-79
7510,3G,Download,4.76,-73
7511,3G,Download,4.66,-71
7512,3G,Download,0.68,-73
7513,3G,Download,2.32,-73
7514,3G,Download,5.07,-71
7515,3G,Download,1.22,-73
7516,3G,Download,1.57,-79
7517,3G,Download,3.79,-75
7518,3G,Download,5.24,-69
7519,3G,Download,0.69,-73
7520,3G,Download,3.45,-73
7521,3G,Download,2.91,-73
7522,3G,Download,3.8,-75
7523,3G,Download,4.55,-75
7524,3G,Download,2.24,-77
7525,3G,Upload,1.0,-77
7526,3G,Upload,3.37,-73
7527,3G,Upload,3.45,-77
7528,3G,Upload,3.47,-71
7529,3G,Upload,3.74,-71
7530,3G,Upload,3.12,-77
7531,3G,Upload,3.1,-73
7532,3G,Upload,3.48,-75
7533,3G,Upload,0.32,-83
7534,3G,Upload,3.09,-69
7535,3G,Upload,3.43,-73
7536,3G,Upload,3.77,-75
7537,3G,Upload,2.8,-73
7538,3G,Upload,3.5,-75
7539,3G,Upload,2.01,-79
7540,3G,Upload,3.72,-75
7557,3G,Upload,11.63,-77
7606,3G,Download,0.53,-97
7607,3G,Download,1.85,-97
7615,3G,Upload,0.02,-97
7616,3G,Upload,0.18,-97
7699,3G,Download,0.56,-97
7700,3G,Download,0.76,-103
7701,3G,Download,0.38,-91
7702,3G,Upload,0.01,-107
7703,3G,Upload,0.16,-111
7704,3G,Upload,0.52,-97
7918,3G,Download,0.44,-93
7923,3G,Upload,0.02,-93
7988,3G,Download,2.74,-97
7989,3G,Download,0.35,-85
7990,3G,Download,0.07,-85
7991,3G,Download,0.98,-97
7992,3G,Download,0.94,-97
8051,3G,Upload,1.25,-77
8094,3G,Upload,0.26,-113
8268,3G,Download,11.7,-107
8310,3G,Upload,1.04,-85
8311,3G,Upload,0.86,-85
8312,3G,Upload,0.86,-85
8313,3G,Upload,0.0,-91
8314,3G,Upload,0.94,-85
8329,3G,Download,0.51,-73
8389,3G,Download,1.56,-73
8390,3G,Download,0.62,-73
8455,3G,Download,2.59,na
8456,3G,Download,0.84,na
8457,3G,Download,1.26,na
8458,3G,Download,0.08,na
8459,3G,Download,4.13,na
8460,3G,Download,3.72,na
8461,3G,Download,5.16,na
8462,3G,Download,3.06,na
8463,3G,Download,4.07,na
8466,3G,Download,1.88,na
8467,3G,Download,2.58,na
8505,3G,Download,3.65,-63
8506,3G,Download,4.06,-71
8507,3G,Download,1.5,-77
8508,3G,Download,3.86,-63
8509,3G,Download,3.89,-73
8510,3G,Download,3.59,-65
8511,3G,Download,5.2,-61
8560,3G,Upload,0.13,-73
8561,3G,Upload,3.3,-73
8626,3G,Upload,1.75,na
8627,3G,Upload,1.05,na
8628,3G,Upload,1.32,na
8629,3G,Upload,1.31,na
8630,3G,Upload,0.59,na
8631,3G,Upload,2.18,na
8632,3G,Upload,1.82,na
8633,3G,Upload,2.21,na
8634,3G,Upload,1.57,na
8637,3G,Upload,2.02,na
8638,3G,Upload,2.2,na
8676,3G,Upload,1.87,-67
8677,3G,Upload,1.79,-73
8678,3G,Upload,1.45,-63
8679,3G,Upload,1.32,-63
8680,3G,Upload,2.31,-67
8681,3G,Upload,1.9,-69
8682,3G,Upload,3.23,-59
8707,3G,Upload,0.34,-93
8708,3G,Download,1.28,-91
8710,3G,Upload,1.22,-91
8712,3G,Download,0.78,-89
8713,3G,Upload,1.08,-87
8723,3G,Download,2.81,-83
8729,3G,Download,9.79,na
8731,3G,Download,2.79,-81
8740,3G,Upload,0.46,-85
8746,3G,Upload,1.26,na
8748,3G,Upload,1.26,-79
8814,3G,Upload,0.76,-83
8818,3G,Upload,0.36,-55
8819,3G,Upload,0.18,-61
8820,3G,Upload,0.34,-61
8821,3G,Upload,2.0,-83
8909,3G,Download,1.0,-91
8910,3G,Download,1.57,-91
8911,3G,Download,1.08,-91
8912,3G,Download,1.23,-91
8913,3G,Download,0.81,-91
8914,3G,Download,0.97,-85
8915,3G,Download,0.73,-85
8916,3G,Upload,1.28,-91
8917,3G,Upload,1.31,-97
8918,3G,Upload,0.29,-85
8919,3G,Upload,0.02,-91
8920,3G,Upload,0.03,-91
8921,3G,Upload,1.16,-91
8922,3G,Upload,0.8,-85
9092,3G,Download,0.05,-85
9093,3G,Download,0.0,-85
9094,3G,Download,1.07,-85
9095,3G,Download,1.24,-85
9104,3G,Upload,0.75,-91
9122,3G,Download,1.71,-81
9123,3G,Download,2.02,-75
9124,3G,Download,2.3,-73
9125,3G,Upload,1.3,-77
9126,3G,Upload,1.11,-73
9127,3G,Upload,1.17,-77
9152,3G,Download,0.98,-85
9153,3G,Upload,0.38,-83
9219,3G,Download,1.19,-91
9220,3G,Upload,0.84,-93
9231,3G,Download,0.48,-85
9232,3G,Upload,3.28,-83
9352,3G,Download,0.17,-97
9353,3G,Download,0.4,-97
9354,3G,Upload,0.39,-97
9355,3G,Upload,0.17,-97
9356,3G,Download,4.69,-73
9357,3G,Upload,1.85,-75
9395,3G,Download,0.47,-113
9396,3G,Download,0.18,-113
9397,3G,Download,0.64,-113
9398,3G,Download,0.3,-113
9399,3G,Download,0.41,-113
9400,3G,Download,1.17,-113
9401,3G,Download,1.52,-113
9402,3G,Download,1.61,-113
9403,3G,Download,0.81,-113
9404,3G,Upload,0.66,-113
9405,3G,Upload,0.99,-113
9406,3G,Upload,1.85,-113
9407,3G,Upload,0.0,-113
9408,3G,Upload,1.45,-113
9409,3G,Upload,1.53,-113
9410,3G,Upload,2.29,-113
9411,3G,Upload,2.61,-113
9412,3G,Upload,2.29,-113
9429,3G,Download,0.37,-89
9430,3G,Upload,0.05,-91
9551,3G,Download,1.4,-89
9575,3G,Download,6.75,-67
9582,3G,Download,0.91,-57
9583,3G,Download,0.97,-79
9614,3G,Download,1.32,-55
9618,3G,Upload,2.71,-67
9625,3G,Upload,0.53,-71
9626,3G,Upload,1.21,-75
9838,3G,Download,12.19,-83
9844,3G,Upload,0.83,-87
10037,3G,Download,0.6,-85
10038,3G,Upload,0.13,-85
10111,3G,Download,1.19,-97
10112,3G,Upload,0.88,-97
10130,3G,Download,0.33,-69
10131,3G,Upload,0.15,-69
10239,3G,Upload,1.78,-85
10277,3G,Download,0.55,-105
10282,3G,Upload,0.09,-105
10319,3G,Download,2.81,-87
10320,3G,Download,2.6,-89
10321,3G,Download,0.0,-87
10322,3G,Upload,1.01,-83
10323,3G,Upload,0.4,-91
10324,3G,Upload,1.09,-99
10348,3G,Download,4.7,-77
10349,3G,Download,0.89,-73
10350,3G,Download,1.85,-77
10354,3G,Upload,2.26,-77
10355,3G,Upload,2.26,-77
10356,3G,Upload,0.01,-77
10363,3G,Download,0.27,-97
10373,3G,Upload,0.02,-97
10377,3G,Upload,0.18,-91
10441,3G,Download,0.52,-91
10442,3G,Upload,0.01,-91
10444,3G,Upload,0.5,-89
10445,3G,Upload,0.15,-97
10588,3G,Download,1.72,-71
10589,3G,Upload,0.58,-71
10610,3G,Download,3.83,-61
10614,3G,Upload,0.66,-67
10710,3G,Upload,0.22,-73
10711,3G,Upload,0.03,-57
10712,3G,Upload,0.35,-85
10713,3G,Upload,1.76,-69
10727,3G,Upload,0.88,-79
10732,3G,Upload,1.0,-97
10733,3G,Upload,1.95,-81
10738,3G,Upload,0.62,-71
10746,3G,Upload,0.87,-79
10819,3G,Download,0.07,-114
10820,3G,Download,0.0,-73
10821,3G,Upload,0.31,-73
10822,3G,Upload,0.17,-73
10845,3G,Download,0.6,-85
10846,3G,Download,0.8,-85
10847,3G,Upload,0.05,-85
10848,3G,Upload,0.96,-85
11014,3G,Download,6.33,-69
11036,3G,Upload,2.26,-69
11074,3G,Download,1.54,-81
11075,3G,Upload,1.15,-81
11197,3G,Download,0.12,-83
11198,3G,Download,3.16,-81
11221,3G,Download,0.93,-81
11222,3G,Download,1.39,-95
11227,3G,Download,0.42,-98
11229,3G,Download,0.81,-93
11233,3G,Upload,0.81,-93
11234,3G,Upload,1.64,-87
11257,3G,Upload,1.61,-91
11258,3G,Upload,0.7,-95
11263,3G,Upload,0.66,-99
11265,3G,Upload,0.94,-103
11267,3G,Upload,0.66,-71
11317,3G,Download,1.79,-71
11322,3G,Upload,1.13,-69
11386,3G,Download,3.7,-77
11387,3G,Upload,3.72,-77
11390,3G,Download,0.11,-97
11411,3G,Upload,0.0,-101
11412,3G,Upload,1.5,-67
11413,3G,Upload,0.82,-89
11415,3G,Upload,2.81,-75
11488,3G,Download,0.83,-101
11489,3G,Download,1.92,-71
11498,3G,Download,1.87,-81
11538,3G,Download,0.03,-71
11539,3G,Download,0.03,-77
11540,3G,Download,0.61,-73
11541,3G,Download,1.67,-73
11542,3G,Download,0.15,-91
11570,3G,Upload,0.61,-99
11571,3G,Upload,1.16,-71
11580,3G,Upload,1.43,-81
11620,3G,Upload,1.94,-77
11621,3G,Upload,1.58,-73
11622,3G,Upload,0.36,-73
11623,3G,Upload,1.52,-73
11624,3G,Upload,0.14,-91
11626,3G,Download,1.32,-95
11638,3G,Upload,1.05,-93
11650,3G,Download,0.7,-91
11651,3G,Upload,0.01,-93
11682,3G,Download,5.5,-93
11683,3G,Upload,1.54,-93
11731,3G,Download,9.73,-87
11803,3G,Upload,4.13,-87
11876,3G,Download,1.41,na
11878,3G,Upload,0.36,-113
11883,3G,Download,2.08,-85
11884,3G,Download,5.12,-85
11885,3G,Download,5.01,-85
11886,3G,Download,4.76,-85
11887,3G,Download,3.14,-85
11888,3G,Download,3.86,-85
11889,3G,Upload,0.33,-85
11890,3G,Upload,1.98,-85
11891,3G,Upload,1.22,-85
11892,3G,Upload,1.48,-85
11893,3G,Upload,1.95,-85
11894,3G,Upload,1.64,-85
11907,3G,Download,0.67,-77
11908,3G,Download,0.04,-85
11909,3G,Download,0.63,-79
11910,3G,Download,1.32,-83
11911,3G,Download,0.06,-75
11912,3G,Upload,1.24,-77
11913,3G,Upload,0.98,-85
11914,3G,Upload,0.0,-81
11915,3G,Upload,0.38,-83
11916,3G,Upload,0.64,-75
11975,3G,Download,0.37,-85
11976,3G,Download,3.15,-63
11977,3G,Upload,0.84,-91
11978,3G,Upload,2.93,-65
11997,3G,Download,4.56,-79
11998,3G,Download,0.27,-107
11999,3G,Download,2.03,-81
12000,3G,Download,2.1,-77
12001,3G,Download,2.07,-75
12002,3G,Download,2.08,-79
12003,3G,Download,0.0,-79
12004,3G,Download,3.16,-89
12005,3G,Download,5.78,-71
12006,3G,Download,2.4,-69
12007,3G,Download,3.33,-69
12008,3G,Download,1.99,-83
12009,3G,Download,2.33,-71
12010,3G,Download,4.37,-75
12011,3G,Download,2.18,-77
12012,3G,Download,1.94,-73
12013,3G,Download,2.16,-73
12014,3G,Download,1.97,-73
12015,3G,Download,2.42,-73
12016,3G,Download,4.79,-73
12017,3G,Download,2.02,-73
12018,3G,Download,2.55,-75
12019,3G,Download,3.32,-79
12020,3G,Download,3.65,-79
12021,3G,Download,0.07,-81
12022,3G,Download,8.1,-77
12023,3G,Download,6.53,-77
12024,3G,Upload,3.09,-73
12025,3G,Upload,0.22,-99
12026,3G,Upload,2.99,-81
12027,3G,Upload,2.05,-79
12028,3G,Upload,2.52,-75
12029,3G,Upload,3.26,-75
12030,3G,Upload,1.21,-79
12031,3G,Upload,1.28,-87
12032,3G,Upload,2.66,-71
12033,3G,Upload,2.54,-69
12034,3G,Upload,2.16,-75
12035,3G,Upload,1.36,-75
12036,3G,Upload,1.31,-71
12037,3G,Upload,1.33,-73
12038,3G,Upload,1.33,-73
12039,3G,Upload,1.33,-77
12040,3G,Upload,1.38,-73
12041,3G,Upload,1.32,-73
12042,3G,Upload,1.38,-73
12043,3G,Upload,0.46,-73
12044,3G,Upload,1.4,-73
12045,3G,Upload,1.3,-75
12046,3G,Upload,3.37,-69
12047,3G,Upload,1.32,-81
12048,3G,Upload,1.79,-79
12049,3G,Upload,1.31,-85
12050,3G,Upload,0.93,-77
12055,3G,Upload,2.58,-87
12065,3G,Upload,0.23,-77
12103,3G,Download,0.38,-83
12161,3G,Download,8.58,na
12162,3G,Download,7.42,na
12165,3G,Upload,1.71,na
12166,3G,Upload,0.4,-55
12217,3G,Download,3.58,-69
12218,3G,Download,1.79,-71
12235,3G,Upload,0.57,-69
12236,3G,Upload,0.78,-71
12304,3G,Upload,2.09,-69
12367,3G,Download,4.4,-77
12368,3G,Download,0.19,-95
12369,3G,Download,0.16,-77
12370,3G,Download,0.34,-95
12371,3G,Upload,0.81,-77
12372,3G,Upload,0.89,-95
12373,3G,Upload,1.5,-73
12374,3G,Upload,0.21,-99
12377,3G,Download,0.0,-97
12378,3G,Upload,0.17,-97
12379,3G,Download,0.32,-91
12380,3G,Download,0.41,-87
12381,3G,Download,1.38,-85
12382,3G,Download,0.32,-87
12383,3G,Download,1.19,-83
12384,3G,Download,2.11,-85
12385,3G,Download,1.28,-85
12386,3G,Download,1.42,-85
12387,3G,Download,2.52,-87
12388,3G,Download,0.19,-87
12389,3G,Download,0.28,-89
12390,3G,Download,0.58,-79
12391,3G,Download,0.22,-91
12392,3G,Download,0.37,-89
12393,3G,Download,1.12,-91
12394,3G,Download,0.01,-83
12395,3G,Download,0.12,-77
12396,3G,Download,0.31,-77
12397,3G,Download,0.29,-81
12398,3G,Download,0.44,-81
12399,3G,Download,1.31,-77
12400,3G,Download,0.39,-91
12401,3G,Download,0.47,-77
12402,3G,Download,0.56,-85
12403,3G,Download,0.61,-91
12404,3G,Download,0.95,-87
12405,3G,Upload,0.95,-91
12406,3G,Upload,0.18,-87
12407,3G,Upload,1.51,-85
12408,3G,Upload,0.25,-87
12409,3G,Upload,0.49,-83
12410,3G,Upload,1.69,-85
12411,3G,Upload,1.28,-85
12412,3G,Upload,1.64,-85
12413,3G,Upload,0.82,-87
12414,3G,Upload,1.73,-87
12415,3G,Upload,1.74,-89
12416,3G,Upload,0.04,-79
12417,3G,Upload,0.42,-91
12418,3G,Upload,0.68,-89
12419,3G,Upload,1.35,-91
12420,3G,Upload,0.51,-79
12421,3G,Upload,1.48,-77
12422,3G,Upload,0.92,-83
12423,3G,Upload,0.37,-81
12424,3G,Upload,0.6,-81
12425,3G,Upload,0.27,-77
12426,3G,Upload,0.02,-79
12427,3G,Upload,1.66,-85
12428,3G,Upload,0.25,-93
12429,3G,Upload,0.54,-91
12430,3G,Upload,1.12,-87
12442,3G,Download,0.29,-91
12443,3G,Download,0.35,-81
12446,3G,Download,0.71,-69
12537,3G,Download,0.44,-79
12538,3G,Upload,1.4,-77
12579,3G,Download,3.56,-77
12581,3G,Upload,1.81,-77
12622,3G,Download,0.0,-89
12623,3G,Download,7.45,-79
12624,3G,Upload,0.56,-89
12625,3G,Upload,0.49,-89
12757,3G,Download,0.3,-101
12849,3G,Download,0.77,-97
12850,3G,Download,1.89,-91
12851,3G,Upload,1.04,-91
12852,3G,Upload,1.56,-91
12880,3G,Download,1.4,-69
12885,3G,Download,0.55,-89
12887,3G,Upload,1.17,-79
13245,3G,Upload,0.6,na
13268,3G,Upload,1.72,-95
13303,3G,Download,0.26,-75
13313,3G,Download,0.26,-77
13314,3G,Download,0.18,-71
13315,3G,Download,0.21,-77
13319,3G,Download,0.41,-69
13320,3G,Download,0.35,-77
13323,3G,Upload,1.04,-75
13333,3G,Upload,1.39,-77
13334,3G,Upload,1.09,-73
13335,3G,Upload,1.23,-73
13339,3G,Upload,1.47,-69
13340,3G,Upload,1.1,-77
13435,3G,Upload,2.49,na
13436,3G,Upload,2.78,-57
13437,3G,Upload,2.71,na
13438,3G,Upload,2.59,-59
13439,3G,Upload,3.27,-67
13440,3G,Upload,4.25,na
13441,3G,Upload,2.9,na
13589,3G,Download,0.0,-85
13590,3G,Download,1.42,-83
13591,3G,Upload,0.52,-85
13592,3G,Upload,0.18,-83
13603,3G,Download,3.66,-83
13604,3G,Download,0.36,-75
13605,3G,Download,7.4,-75
13606,3G,Download,2.25,-81
13607,3G,Upload,1.03,-83
13608,3G,Upload,0.55,-69
13609,3G,Upload,1.05,-77
13610,3G,Upload,2.41,-81
13633,3G,Download,2.58,-85
13634,3G,Upload,1.37,-85
13640,3G,Download,2.63,-75
13641,3G,Download,1.25,-75
13642,3G,Upload,1.46,-75
13650,3G,Download,0.74,-77
13652,3G,Upload,2.24,-79
13669,3G,Upload,0.03,na
13761,3G,Download,3.06,-93
13762,3G,Download,2.0,-97
13763,3G,Download,1.07,-99
13764,3G,Download,0.23,-83
13765,3G,Download,0.42,-93
13766,3G,Upload,0.19,-93
13767,3G,Upload,0.26,-93
13768,3G,Upload,0.12,-99
13769,3G,Upload,0.23,-71
13770,3G,Upload,0.31,-93
13799,3G,Download,1.23,-97
13800,3G,Download,1.17,-91
13804,3G,Upload,0.02,-91
13805,3G,Upload,0.97,-91
13821,3G,Download,2.05,-89
13822,3G,Upload,0.12,-89
13846,3G,Upload,2.4,-65
13908,3G,Download,3.96,-91
13922,3G,Download,4.39,-71
13942,3G,Upload,1.7,-95
13956,3G,Upload,2.62,-71
14109,3G,Download,4.46,-109
14110,3G,Download,0.32,-105
14111,3G,Download,0.13,-99
14114,3G,Upload,1.55,-109
14115,3G,Upload,0.24,-111
14116,3G,Upload,0.23,-101
14143,3G,Download,6.48,-87
14147,3G,Upload,1.88,-95
14180,3G,Download,0.86,-89
14181,3G,Download,0.96,-101
14182,3G,Download,0.97,-81
14184,3G,Upload,0.86,-89
14185,3G,Upload,0.94,-77
14186,3G,Upload,0.88,-85
14192,3G,Download,0.06,-85
14193,3G,Download,5.39,-83
14194,3G,Download,2.43,-69
14195,3G,Download,0.99,-77
14196,3G,Upload,1.83,-83
14197,3G,Upload,1.4,-87
14198,3G,Upload,2.3,-81
14199,3G,Upload,3.12,-77
14240,3G,Upload,0.84,-85
14241,3G,Upload,0.32,-85
14242,3G,Upload,0.57,-75
14243,3G,Upload,0.5,-85
14278,3G,Download,3.63,-61
14280,3G,Upload,2.94,-61
14333,3G,Download,18.8,-89
14334,3G,Upload,4.4,-89
14356,3G,Upload,2.28,-85
14413,3G,Download,3.52,-61
14447,3G,Download,1.6,-59
14448,3G,Upload,1.21,-67
14492,3G,Download,2.96,-97
14495,3G,Upload,0.33,-97
14498,3G,Download,3.83,-93
14499,3G,Upload,1.32,-89
14502,3G,Download,0.29,-77
14503,3G,Download,7.58,-77
14506,3G,Upload,1.53,-77
14507,3G,Upload,1.94,-77
14510,3G,Download,0.89,-99
14512,3G,Upload,0.05,-97
14551,3G,Download,1.4,-75
14552,3G,Download,3.01,-73
14558,3G,Upload,2.34,-55
14559,3G,Upload,0.05,-73
14598,3G,Download,1.81,-75
14599,3G,Download,0.0,-87
14600,3G,Upload,0.1,-79
14601,3G,Upload,0.12,-95
14716,3G,Download,7.16,na
14720,3G,Download,6.03,na
14722,3G,Download,1.17,na
14731,3G,Upload,1.43,na
14735,3G,Upload,2.18,na
14737,3G,Upload,2.18,na
14756,3G,Download,4.0,-91
14757,3G,Download,0.08,-81
14758,3G,Download,0.01,-81
14759,3G,Download,0.04,-79
14760,3G,Upload,0.6,-91
14761,3G,Upload,1.37,-81
14762,3G,Upload,1.18,-81
14763,3G,Upload,1.68,-79
14799,3G,Download,0.19,-81
14806,3G,Download,7.94,-67
14807,3G,Upload,0.14,-79
14814,3G,Upload,4.04,-67
14850,3G,Download,1.03,-91
14851,3G,Upload,0.35,-89
14974,3G,Download,0.09,-73
14975,3G,Download,0.16,-77
14976,3G,Download,0.26,-95
14977,3G,Download,0.71,-71
14978,3G,Download,1.17,-73
14979,3G,Download,0.09,-79
14980,3G,Download,0.25,-65
14981,3G,Download,0.64,-71
14982,3G,Download,0.65,-75
14983,3G,Download,0.77,-79
14984,3G,Download,0.23,-69
14985,3G,Download,0.36,-63
14986,3G,Download,0.23,-63
14987,3G,Download,0.36,-69
14988,3G,Download,1.56,-73
14989,3G,Download,0.37,-77
14992,3G,Download,0.24,-69
14993,3G,Download,0.14,-73
14994,3G,Download,0.14,-71
14995,3G,Download,0.7,-93
14996,3G,Download,0.46,-91
14997,3G,Download,0.19,-73
14998,3G,Download,0.21,-73
14999,3G,Download,1.04,-73
15000,3G,Download,0.31,-67
15001,3G,Download,1.35,-69
15002,3G,Download,0.17,-73
15003,3G,Download,0.4,-67
15004,3G,Download,0.25,-71
15005,3G,Download,0.1,-71
15006,3G,Upload,1.53,-73
15007,3G,Upload,0.5,-71
15008,3G,Upload,1.37,-93
15009,3G,Upload,1.68,-71
15010,3G,Upload,0.61,-77
15011,3G,Upload,0.93,-79
15012,3G,Upload,0.89,-67
15013,3G,Upload,1.68,-71
15014,3G,Upload,1.75,-77
15015,3G,Upload,1.55,-77
15016,3G,Upload,0.98,-71
15017,3G,Upload,1.54,-63
15018,3G,Upload,1.51,-63
15019,3G,Upload,1.64,-65
15020,3G,Upload,1.5,-73
15021,3G,Upload,1.06,-77
15024,3G,Upload,1.73,-71
15025,3G,Upload,1.29,-79
15026,3G,Upload,1.08,-71
15027,3G,Upload,0.02,-95
15028,3G,Upload,1.34,-93
15029,3G,Upload,1.63,-71
15030,3G,Upload,1.71,-79
15031,3G,Upload,0.28,-69
15032,3G,Upload,1.74,-67
15033,3G,Upload,1.29,-73
15034,3G,Upload,1.27,-69
15035,3G,Upload,0.82,-67
15036,3G,Upload,0.3,-73
15037,3G,Upload,1.08,-71
15044,3G,Download,2.62,-79
15045,3G,Download,2.92,-79
15046,3G,Download,3.48,-79
15047,3G,Download,5.58,-93
15048,3G,Download,4.94,-97
15049,3G,Download,2.03,-99
15050,3G,Download,0.35,-101
15051,3G,Download,3.33,-99
15052,3G,Download,5.39,-85
15053,3G,Download,3.23,-83
15054,3G,Download,1.0,-85
15055,3G,Download,3.1,-75
15056,3G,Upload,1.39,-79
15057,3G,Upload,1.4,-79
15058,3G,Upload,1.49,-81
15059,3G,Upload,1.4,-93
15060,3G,Upload,0.77,-101
15061,3G,Upload,0.6,-95
15062,3G,Upload,0.02,-99
15063,3G,Upload,0.25,-107
15064,3G,Upload,1.47,-85
15065,3G,Upload,1.81,-79
15066,3G,Upload,0.11,-87
15067,3G,Upload,1.42,-77
15110,3G,Upload,0.09,-81
15197,3G,Download,1.27,-79
15198,3G,Upload,1.03,-79
15230,3G,Download,6.15,na
15231,3G,Download,1.33,na
15232,3G,Download,0.4,-55
15241,3G,Upload,5.63,na
15242,3G,Upload,1.13,na
15243,3G,Upload,1.14,-55
15288,3G,Download,4.13,-91
15296,3G,Upload,1.06,-91
15337,3G,Download,2.02,-93
15339,3G,Upload,1.18,-85
15343,3G,Upload,0.06,-93
15448,3G,Download,3.17,-105
15449,3G,Upload,0.42,-109
15463,3G,Download,0.89,-97
15464,3G,Download,0.92,-93
15465,3G,Download,0.5,-73
15466,3G,Download,1.68,-85
15467,3G,Download,5.51,-67
15468,3G,Download,1.1,-65
15474,3G,Download,0.18,-81
15475,3G,Download,2.67,-77
15489,3G,Upload,0.99,-93
15490,3G,Upload,1.37,-95
15491,3G,Upload,3.62,-75
15492,3G,Upload,0.7,-85
15493,3G,Upload,1.71,-69
15494,3G,Upload,0.48,-69
15500,3G,Upload,0.57,-75
15501,3G,Upload,0.77,-77
15584,3G,Download,5.08,na
15585,3G,Upload,3.26,na
15589,3G,Upload,1.5,-59
15592,3G,Download,0.15,-105
15593,3G,Upload,0.5,-105
15597,3G,Download,5.05,-73
15601,3G,Upload,3.03,-73
15732,3G,Download,0.73,-95
15733,3G,Download,1.24,-97
15734,3G,Download,0.43,-103
15735,3G,Download,0.07,-103
15737,3G,Download,1.33,-103
15738,3G,Download,0.52,-103
15743,3G,Download,0.01,-95
15744,3G,Upload,0.28,-95
15745,3G,Upload,0.06,-109
15746,3G,Upload,0.04,-111
15747,3G,Upload,0.63,-97
15749,3G,Upload,0.07,-103
15750,3G,Upload,0.0,-103
15755,3G,Upload,0.16,-95
15757,3G,Download,1.66,-87
15758,3G,Download,1.71,-99
15759,3G,Download,1.59,-95
15760,3G,Download,1.79,-101
15761,3G,Download,0.24,-93
15762,3G,Download,0.48,-99
15763,3G,Download,2.26,-95
15764,3G,Download,0.59,-95
15765,3G,Upload,0.5,-87
15766,3G,Upload,0.27,-99
15767,3G,Upload,1.88,-95
15768,3G,Upload,1.85,-101
15769,3G,Upload,0.16,-93
15770,3G,Upload,0.66,-99
15771,3G,Upload,2.38,-95
15772,3G,Upload,0.27,-95
15783,3G,Upload,0.72,-87
16128,3G,Upload,0.57,-91
